 餐馆 - 企台," 需英文流利。
需面试。", 北卡罗来纳 - North Carolina,(401) 588-4985
 餐馆 - 打杂, 新奥尔良全日餐，请busser一名，要求吃苦耐劳，另请寿司师傅一名，要求有经验，（待遇好住单间），联系人赵先生，联系电话5048125588, 路易斯安那州 - Louisiana,(504) 812-5588
 餐馆 - 日餐厨师," Bento Sushi is hiring Sushi Food Prep Teammates in New Jersey! 

We offer group health benefits (for eligible teammates); opportunities for growth and skill building (we look forward to training you and teaching you the Bento secrets!); and fun events with your fellow coworkers, to name a few perks. We are also proud of our Bento Sushi Foundation which offers educational grants for our teammates and funding for other rewarding causes such as seafood sustainability and community involvement.

Please send your resume to careers@bentosushi.com or call 905-513-3873.

For more information, please visit our website at www.bentosushi.com
", 新泽西州 - New Jersey,(905) 513-0028
 餐馆 - 打杂, 诚请生手打杂一名，离纽约车程约20小时。, 密西西比州 - Mississippi,(917) 886-6852
 餐馆 - 帮炒, 康州Stamford 外卖店请熟手帮炒兼打杂，有住宿，工资3200，距纽约45分钟车程，有火车和唐人巴士到达，有意者电9172385937, 康涅狄格州 - Connecticut,(917) 238-5937
 餐馆 - 企台, 不抽烟，工作勤奋，不计较，有团队合作精神, 阿利桑那州 - Arizona,(917) 392-5530
 餐馆 - 打杂, 位于密西西比州诚请生手打杂一名，离纽约车程约20小时。, 密西西比州 - Mississippi,(917) 886-6852
 餐馆 - 夫妻工, 夫妻起台 想去外州的 这里是不错的选择 希望长期合作, 俄克拉荷马州 - Oklahoma,(918) 332-0984
 餐馆 - 夫妻工, 熟手帮炒，企台四个人打私产, 俄亥俄州 - Ohio,(419) 689-1898
 餐馆 - 寿司师傅, 佛州中日餐诚请寿司一手 工资电聊 住宿好  人事简单 工作轻松 有意请电718501-1799, 佛罗里达州 - Florida,(718) 501-1799
 餐馆 - 寿司师傅, 田纳西洲全日餐请有经验的寿司师傅，寿司一手，有意请致电615-668-6317, 田纳西州 - Tennessee,(615) 668-6317
 餐馆 - 企台, 田纳西洲日餐铁板店请生手，熟手企台，有想找一份稳定的工作，请致电6156686317, 田纳西州 - Tennessee,(615) 668-6317
 餐馆 - 炒锅, 勤劳肯做, 内布拉斯加州 - Nebraska,(917) 520-1229
 餐馆 - 打杂," 新泽西Exchange Place (离曼哈顿1个站）急招前台收银，抓码员工，工作简单，工作时间短，固定

无需经验，提供交通补贴。需懂基本英语，男女不限。

请电Jimmy 929-278 六四八五", 新泽西州 - New Jersey,(929) 278-6485
 餐馆 - 铁板烧学徒, 勤劳好学 , 北卡罗来纳 - North Carolina,(828) 467-5555
 餐馆 - 夫妻工, 电话里谈。, 密歇根州 - Michigan,(917) 373-9906
 餐馆 - 寿司师傅, 佛州全日餐，请sushi 师傅, 佛罗里达州 - Florida,(864) 905-6177
 餐馆 - 铁板烧师傅, 佛州全日餐，高新招聘厨房铁板师傅。, 佛罗里达州 - Florida,(864) 905-6177
 餐馆 - 接电话," 有英文，不busy店
距紐約一個小時", 纽约州 - New York,(646) 234-0990
 餐馆 - 企台, 住宿条件很好。一般英语。上网。报销机票。, 路易斯安那州 - Louisiana,(347) 443-3638
 餐馆 - 帮炒, 康卅Stamford 外卖店请熟手帮炒兼打杂，有住宿，工资3200，距纽约45分钟，有唐人巴士和火车到达，有意者电9172385937, 康涅狄格州 - Connecticut,(917) 238-5937
 餐馆 - 企台, 电联..., 密西西比州 - Mississippi,(917) 302-5056
 餐馆 - 前台收银," 長島餐館請收銀一名(長工) 
需懂英語, 廣東話, 國語
有意請電  917-257-6596 文太 
晚上 10點- 12點最佳
", 纽约州 - New York,(917) 257-6596
 餐馆 - 夫妻工, 有非诚勿扰，有意者请电3476369009, 马里兰州 - Maryland,(347) 636-9009
 餐馆 - 寿司助手, 小型日餐馆请sushi助手，待遇优厚，住宿环境良好。具体请电话联系, 爱达荷州 - Idaho,(208) 606-2772
 餐馆 - 打杂, 非诚勿扰 详情电谈7187919958, 纽约州 - New York,(718) 791-9958
 餐馆 - 打杂, 非诚勿扰 电话7187199958, 纽约州 - New York,(718) 791-9958
 餐馆 - 企台," 需要有堂吃经验
有意者请先短信！", 德克萨斯州 - Texas,(512) 540-6768
 餐馆 - 打杂, 佛州日餐请打杂, 佛罗里达州 - Florida,(864) 905-6177
 餐馆 - 洗碗, 佛州日餐店，请甜不辣，洗碗，需手脚麻利，白人区上班时间短, 佛罗里达州 - Florida,(864) 905-6177
 餐馆 - 企台, 熟手，不计较, 维吉尼亚州 - Virginia,(917) 566-3666
 餐馆 - 寿司助手, 佛州日餐，诚请sushi师傅，sushi二手 电话：8649056177, 佛罗里达州 - Florida,(864) 905-6177
 餐馆 - 寿司师傅, 佛州日餐，诚请sushi师傅，sushi二手 电话：8649056177, 佛罗里达州 - Florida,(864) 905-6177
 餐馆 - 打杂, 佛州全日餐请打杂，电话：8649056177, 佛罗里达州 - Florida,(864) 905-6177
 餐馆 - 铁板烧师傅, 佛州全日餐诚请厨房铁板师傅，需有责任心~电话：8649056177, 佛罗里达州 - Florida,(864) 905-6177
 餐馆 - 企台, 全日餐白人区请企台，小费好，需有英文底。电话：8649056177, 佛罗里达州 - Florida,(864) 905-6177
 餐馆 - 油锅, Ok洲中日餐请炉尾或油锅！生熟手都行！工作轻松！人事简单！单独房！希望长久稳定合作！联系电话3214311746！非诚勿扰！, 俄克拉荷马州 - Oklahoma,(321) 431-1746
 餐馆 - 夫妻工, 有责任心, 阿肯色州 - Arkansas,(917) 868-0817
 餐馆 - 打杂," 中日堂吃店,请洗碗打杂,工资电议", 犹他州 - Utah,(929) 215-6128
 餐馆 - 洗碗," 宾州川菜馆聘请洗碗打杂师傅！

单间住宿。离纽约4个多小时车程。需动作利索，勤劳肯做。

有意者请电话联系，347-849-9557", 宾夕法尼亚州 - Pennsylvania,(347) 849-9557
 餐馆 - 铁板烧师傅, 佛罗里达naples，全日餐，诚请sushi师傅，奇台，厨房打杂，厨房铁板师傅多名。电话：8649056177, 佛罗里达州 - Florida,(864) 905-6177
 餐馆 - 寿司师傅, 佛罗里达naples，全日餐，诚请sushi师傅，奇台，厨房打杂，厨房铁板师傅多名。电话：8649056177, 佛罗里达州 - Florida,(864) 905-6177
 餐馆 - 企台, 佛罗里达naples，全日餐，诚请sushi师傅，奇台，厨房打杂，厨房铁板师傅多名。电话：8649056177, 佛罗里达州 - Florida,(864) 905-6177
 餐馆 - 帮炒, 康州，Stamford 㚈卖店请熟手帮炒兼打杂，有住宿，距纽约45分钟车程，有唐人巴士和火本到达，工资3200/另请一名兼职汽车送外卖一名。有意者电9172385937, 康涅狄格州 - Connecticut,(917) 238-5937
 餐馆 - 寿司师傅, 田纳西洲全日餐请一名寿司师傅，需要一份长期及稳定的工作请致电615-668-6317, 田纳西州 - Tennessee,(615) 668-6317
 餐馆 - 寿司助手, 诚请寿司助手。周薪700., 维吉尼亚州 - Virginia,(917) 873-1025
 餐馆 - 日餐厨师, 全日餐诚请厨房师傅，周薪900，做事不计较。, 维吉尼亚州 - Virginia,(917) 873-1025
 餐馆 - 炒锅, 有责任心者，帮炒也可以，可教，住宿佳，一人住一间，人事简单，下班早，薪优, 阿肯色州 - Arkansas,(917) 868-0817
 餐馆 - 夫妻工," 炒锅 企台 寿司师傅 或 夫妻工
请电3178747422", 印第安纳州 - Indiana,(317) 874-7422
 餐馆 - 寿司师傅, 工作轻松, 俄克拉荷马州 - Oklahoma,(347) 366-7115
 餐馆 - 寿司师傅, 至少三年经验，能独立操作，基本英语会话。自选租屋（老板协助一来就可租到），自驾上班。操作间全年空调，地点距法拉盛一小时多一点。做的好有奖励工资。, 康涅狄格州 - Connecticut,(216) 965-5188
 餐馆 - 寿司师傅, 至少三年经验，能独立操作，基本英语会话。协助租屋，自驾上班。做的好有奖励工资。, 马萨诸塞州 - Massachusetts,(216) 926-6680
 餐馆 - 接电话," 全职或者兼职均可,英文要好，有中餐外卖店前台经验。", 密苏里州 - Missouri,(720) 220-6781
 餐馆 - 夫妻工, 能报税者，有责任心，手脚麻利即可, 佛罗里达州 - Florida,(929) 204-6253
 餐馆 - 油锅, 由于餐馆发展需要，高薪聘请油锅多名。要求能报税者，手脚麻利者，有餐馆经验者。, 佛罗里达州 - Florida,(929) 204-6253
 餐馆 - 炒锅, 由于餐馆规模扩大，现高薪招聘厨房炒锅，油锅，帮炒，打杂，铁板师傅各一名，有资深经验者优先，先到先得。要求：有责任心，手脚麻利即可。夫妻工也可, 佛罗里达州 - Florida,(929) 204-6253
 餐馆 - 打杂, 电话里谈, 乔治亚州 - Georgia,(912) 399-8175
 餐馆 - 企台, 维吉尼亚州小型堂吃店请企台，工作环境优，side job少，老板好相处，居住环境优。薪金可电议, 维吉尼亚州 - Virginia,(434) 466-9017
 餐馆 - 打杂, 迎近法拉盛，有责任心 有意请电7183138578, 纽约州 - New York,(718) 313-8578
 餐馆 - 炒锅, 非诚勿扰, 纽约州 - New York,(718) 791-9958
 餐馆 - 送外卖, Flushing 接送, 新泽西州 - New Jersey,(917) 415-9889
 餐馆 - 送外卖," 長島外賣餐館請熟手送外賣一名
有意請電 
917-257-6596 文太 / 917-293-2198 文生
請於以下時間聯絡", 纽约州 - New York,(917) 256-596
 餐馆 - 炒锅, 地點, 俄克拉荷马州 - Oklahoma,(559) 412-1311
 餐馆 - 分餐, 勤劳熟手 非诚勿扰, 纽约州 - New York,(718) 666-2268
 餐馆 - 寿司师傅, 佛罗里达靠近pensacola 海边中日餐，请寿司师傅。老板员工友善好相处，希望长期合作, 佛罗里达州 - Florida,(646) 898-6576
 餐馆 - 炒锅," NJ离纽约十分钟，请熟手炒锅,熟手打杂各一名. 请电347-659-5842", 新泽西州 - New Jersey,(347) 659-5842
 餐馆 - 企台, 电话谈, 维吉尼亚州 - Virginia,(917) 566-3666
 餐馆 - 企台, TN全日餐好区，请熟手企台。区好，小费好，一个月可打3500以上，需熟手企台，有意请电9173850926。请中午12点后电话或是短信。, 田纳西州 - Tennessee,(917) 385-0926
 餐馆 - 企台, 中歺堂食请熟手、半熟手企枱，半熟手需要有简单英语基础，可教。住宿条件好，区好安全，人事简单，轻松。434-466-9017, 维吉尼亚州 - Virginia,(434) 466-9017
 餐馆 - 前台收银, 佛州日餐，请前台。奇台~日餐师傅，打杂。, 佛罗里达州 - Florida,(864) 905-6177
 餐馆 - 打杂, 佛州日餐，请前台。奇台~日餐师傅，打杂。, 佛罗里达州 - Florida,(864) 905-6177
 餐馆 - 企台, 佛州日餐，请前台。奇台~日餐师傅，打杂。, 佛罗里达州 - Florida,(864) 905-6177
 餐馆 - 炒锅, 做事不啰嗦，不斤斤计较, 北卡罗来纳 - North Carolina,(336) 745-7011
 餐馆 - 铁板烧学徒, 请生熟手铁板师傅 住单房 上班时间短 易上手, 北卡罗来纳 - North Carolina,(828) 467-5555
 餐馆 - 前台收银, ​密西根州Milford市白人高尚区雷庭中歺馆请一名熟手Casher接外卖，做事认真负责，也请可以生手 ，只要英文好就没关系可以教。有意者（不打电话）请直接发短信到：248-974-8789。, 密歇根州 - Michigan,(248) 974-8789
 餐馆 - 炒锅, 内布拉斯加州LINCOLN市堂吃餐馆请熟手炒锅，宿舍走路两分钟到餐馆，单人卧室卫生间，可上网，老板北京人。详细待遇电话谈。402-617-5234., 内布拉斯加州 - Nebraska,(402) 617-5234
 餐馆 - 炒锅, 高薪聘请, 纽约州 - New York,(718) 666-2268
 餐馆 - 送外卖, 695公路12出口, 马里兰州 - Maryland,(443) 722-6628
 餐馆 - 送外卖," 長島外賣餐館請熟手外賣一名
有意請電 917-257-6596 文太
請於以下時間聯絡", 纽约州 - New York,(917) 257-6596
 餐馆 - 送外卖, 餐馆在麻省BOSTON 熟手，能报税。小费不错，有意者  6179562788, 马萨诸塞州 - Massachusetts,(617) 956-2788
 餐馆 - 前台收银, ​密西根州Milford市白人高尚区雷庭中歺馆请一名熟手Casher接外卖，做事认真负责，也请可以生手 ，只要英文好就没关系可以教。有意者（不打电话）请直接发短信到 2487678427 再安排电聊时间（对不起因为在看护病人）。, 密歇根州 - Michigan,(248) 974-8789
 餐馆 - 帮炒, 工资电议, 马里兰州 - Maryland,(443) 722-6628
 餐馆 - 炒锅, 电话谈, 马里兰州 - Maryland,(443) 722-6628
 餐馆 - 接电话, 北卡Greensboro 外卖店 请熟手接外卖 只要女生。需熟手 英文好。生手免问 336-294-2388, 北卡罗来纳 - North Carolina,(336) 294-2388
 餐馆 - 油锅, 新奥尔良全日餐请油锅一名，熟手，2800-3000，中午有休息，住单间，联系人赵先生，联系电话5048125588, 路易斯安那州 - Louisiana,(504) 812-5588
 餐馆 - 打杂, Ok洲中日餐请厨房打杂！工作绝对轻松！员工宿舍！干净！已装网络！单独房！希望长久稳定合作！联系电话：3214827697工资电议！非诚勿扰！, 俄克拉荷马州 - Oklahoma,(321) 482-7697
 餐馆 - 日餐厨师, 中高档日料店诚招日餐厨师一名，需会做些简单的前菜，保住宿。请电联 720-300-8661 张女士, 佛罗里达州 - Florida,(720) 300-8661
 餐馆 - 日餐厨师, 明尼苏达州日本餐馆请厨房师傅一名 有意者请联系9173532185, 明尼苏达州 - Minnesota,(917) 353-2185
 餐馆 - 企台, 勤勞, 新罕布什尔州 - New hampshire,(603) 540-2632
 餐馆 - 帮炒, Oklahoma洲中日餐请厨房打杂！工作绝对轻松！员工宿舍！干净！已装网络！单独房！希望长久稳定合作！联系电话：3214827697工资电议！, 俄克拉荷马州 - Oklahoma,(321) 482-7697
 餐馆 - 打杂, Oklahoma洲中日餐请厨房打杂！工作绝对轻松！员工宿舍！干净！已装网络！单独房！希望长久稳定合作！联系电话：3214827697工资电议！, 俄克拉荷马州 - Oklahoma,(321) 482-7697
 餐馆 - 送外卖," 長島外賣餐館請熟手外賣一名
有意請電 917-257-6596 文太
請於以下時間聯絡", 纽约州 - New York,(917) 257-6596
 餐馆 - 炒锅, 工作勤奮, 新罕布什尔州 - New hampshire,(603) 540-2632
 餐馆 - 企台, 密歇根全日餐请企台, 密歇根州 - Michigan,(734) 480-1888
 餐馆 - 打杂," 熟手
最好会粤语
", 纽约州 - New York,(917) 892-2317
 餐馆 - 接电话, 北卡Greensboro 外卖点 请熟手接外卖 只要女生。需熟手 英文好。生手免问 917-224-3836, 北卡罗来纳 - North Carolina,(917) 224-3836
 餐馆 - 企台, 密歇根全日餐请企台, 密歇根州 - Michigan,(734) 480-9888
 餐馆 - 前台收银, 北卡Greensboro 外卖点 请熟手接外卖 只要女生。需熟手 英文好。生手免问 336-294-2388, 北卡罗来纳 - North Carolina,(336) 294-2388
 餐馆 - 炒锅, 请熟手堂吃外卖炒锅一名 住宿佳 单人间 电话号码头620 人员简单 不复杂 。有意者请联系电话, 堪萨斯州 - Kansas,(917) 573-3228
 餐馆 - 炒锅, 请熟手堂吃外卖炒锅一名 工资电聊了手尾好 手头快 工资待遇绝对好 电话号码头620 。有意者请联系电话, 堪萨斯州 - Kansas,(917) 573-3228
 餐馆 - 送外卖, 需要一名住在马里兰，Frederick附近的，送外卖一名，只需要兼职, 马里兰州 - Maryland,(646) 249-6365
 餐馆 - 接电话, 北卡Greensboro 外卖点 请熟手收银 接电话 只要女生。需熟手 英文好。生手免问 336-294-2388, 北卡罗来纳 - North Carolina,(336) 294-2388
 餐馆 - 炒锅," 新州近纽约,请熟手熟手炒锅一名. 请电347-659-5842", 新泽西州 - New Jersey,(347) 659-5842
 餐馆 - 接电话, 北卡Greensboro 外卖点 请熟手接外卖 兼职 只要女生。需熟手 英文好。生手免问 336-294-2388, 北卡罗来纳 - North Carolina,(336) 294-2388
 餐馆 - 寿司师傅, 日餐馆请寿司师傅，联系人Jimmy，联系电话 , 密歇根州 - Michigan,(734) 480-1888
 餐馆 - 炒锅, 诚请有责任心炒锅师傅一位，住宿单人房间，工作环境好，白人区工作时间短，有意可电话7049285968，谢谢, 北卡罗来纳 - North Carolina,(704) 928-5968
 餐馆 - 炒锅, 堂吃 外卖店 高薪有意者请联系, 北卡罗来纳 - North Carolina,(828) 467-5555
 餐馆 - 帮炒, 需要诚心找一名熟练帮炒，有责任心，工作环境好，员工人和气好相处，住宿独立房间，如果有意有电，7049285968, 北卡罗来纳 - North Carolina,(704) 928-5968
 餐馆 - 打杂," 打杂需要兼洗碗
", 阿利桑那州 - Arizona,(920) 317-1000
 餐馆 - 前台收银," 诚请接电话收银 全职提供食宿 
薪水可议
希望可以找一个能够长期做工", 佛罗里达州 - Florida,(646) 410-1913
 餐馆 - 夫妻工, 电议, 密歇根州 - Michigan,(973) 333-1710
 餐馆 - 炒锅, 电话议, 密歇根州 - Michigan,(973) 333-7284
 餐馆 - 打杂, Ok洲中日餐请厨房打杂！现货多，加工货几乎没有！员工宿舍！干净！已装网络！单独房！希望长久稳定合作！联系电话：3214827697工资电议！, 俄克拉荷马州 - Oklahoma,(321) 482-7697
 餐馆 - 炒锅, 中餐館聘請（需懂國語及英文）炒鍋 ，有經驗者優先，意者請電, 密歇根州 - Michigan,(269) 271-4818
 餐馆 - 企台, 中日餐館聘請企抬（需懂國語及英文）和炒鍋 ，有經驗者優先，薪水面议！, 密歇根州 - Michigan,(269) 271-4818
 餐馆 - 打杂, 熟手，, 明尼苏达州 - Minnesota,(612) 227-9520
 餐馆 - 夫妻工, 电话里谈。, 密歇根州 - Michigan,(973) 333-1710
 餐馆 - 日餐厨师, 佛州新店日餐，请熟手铁板师傅，不需要表演, 佛罗里达州 - Florida,(864) 905-6177
 餐馆 - 寿司师傅, 佛州新店日餐，请熟手sushi 师傅, 佛罗里达州 - Florida,(864) 905-6177
 餐馆 - 企台, 佛州新店日餐，请熟手企台，需英文好, 佛罗里达州 - Florida,(864) 905-6177
 餐馆 - 接电话, 北卡Greensboro 外卖点 请熟手接外卖 只要女生。需熟手 英文好。生手免问 336-294-2388, 北卡罗来纳 - North Carolina,(336) 294-2338
 餐馆 - 夫妻工, 炒锅.企台夫妻工，工资电议。, 密歇根州 - Michigan,(973) 333-7284
 餐馆 - 帮炒, 熟手, 明尼苏达州 - Minnesota,(612) 227-9520
 餐馆 - 打杂, 厨房机械化，易做简单，希望请一名勤奋有责任心打杂师傅谢谢！, 佛罗里达州 - Florida,(917) 803-6088
 餐馆 - 炒锅, 不抽烟勤劳, 康涅狄格州 - Connecticut,(860) 886-0187
 餐馆 - 帮炒, 电洽。, 新泽西州 - New Jersey,(201) 238-8969
 餐馆 - 帮炒, 工作轻松都是年轻人。, 明尼苏达州 - Minnesota,(612) 227-9520
 餐馆 - 炒锅, 勤劳、不抽烟、有经验、有责任心！, 明尼苏达州 - Minnesota,(917) 330-1815
 餐馆 - 打杂, Ok洲中日餐请打杂！员工宿舍！干净！已装网络！单独房！希望长久稳定合作！联系电话：3214827697工资电议！, 俄克拉荷马州 - Oklahoma,(321) 482-7697
 餐馆 - 打杂, 非诚勿扰 , 纽约州 - New York,(917) 828-7923
 餐馆 - 油锅, 新奥尔良全日餐请油锅一名，要求熟手，2800一个月，中午有休息，住单间，联系人赵先生，联系电话5048125588, 路易斯安那州 - Louisiana,(504) 812-5588
 餐馆 - 打杂, Ok洲中日餐请生手打杂！工作轻松，老板好相处！不计较！宿舍干净，已装网络！单独房！希望长久稳定合作！联系电话：3214827697工资电议！, 俄克拉荷马州 - Oklahoma,(321) 482-7697
 餐馆 - 帮炒, 德州Frisco诚请tempura师父有意者请电3475759391, 德克萨斯州 - Texas,(347) 575-9391
 餐馆 - 打杂, Ok洲中日餐请生手打杂！工作轻松，老板好相处！不计较！宿舍干净，已装网络！单独房！希望长久稳定合作！联系电话：3214827697工资电议！, 俄克拉荷马州 - Oklahoma,(321) 482-7697
 餐馆 - 打杂, Ok洲中日餐请打杂！工作轻松，老板好相处！不计较！宿舍干净，已装网络！单独房！希望长久稳定合作！联系电话：3214827697工资电议！, 俄克拉荷马州 - Oklahoma,(321) 482-7697
 餐馆 - 炒锅, 電話談, 南卡罗来纳 - South Carolina,(646) 321-7994
 餐馆 - 打杂, 佛州日餐店，请后厨打杂, 佛罗里达州 - Florida,(864) 678-0230
 餐馆 - 寿司助手, 佛州日餐店，请sushi师傅，sushi二手, 佛罗里达州 - Florida,(864) 678-0230
 餐馆 - 寿司师傅, 佛州日餐店，请sushi师傅，sushi二手, 佛罗里达州 - Florida,(864) 678-0230
 餐馆 - 打杂, 佛州外卖店请打杂，都是年轻人, 佛罗里达州 - Florida,(864) 905-6177
 餐馆 - 日餐厨师, 明尼苏达州日餐店诚请厨房师傅，中餐师傅转日餐也可以，有意者请电：9173252031, 明尼苏达州 - Minnesota,(917) 325-2031
 餐馆 - 炒锅, 不抽烟勤劳, 康涅狄格州 - Connecticut,(860) 886-0187
 餐馆 - 寿司学徒, 维吉利亚全日餐招收寿司学徒（有工资）一名，有意者请打陈先生‭(646) 284-0662‬（可发短信）谢谢。, 维吉尼亚州 - Virginia,(646) 284-0662
 餐馆 - 寿司学徒, 维吉利亚全日餐招收寿司学徒（有工资）一名，有意者请打陈先生‭(646) 284-0662‬（可发短信）谢谢。, 维吉尼亚州 - Virginia,(646) 284-0662
 餐馆 - 打杂, Ok洲中日餐请打杂！工作轻松，老板好相处！不计较！宿舍干净，已装网络！单独房！希望长久稳定合作！联系电话：3214827697工资电议！, 俄克拉荷马州 - Oklahoma,(321) 482-7697
 餐馆 - 帮炒, 电议, 怀俄明州 - Wyoming,(208) 620-1588
 餐馆 - 帮炒, 电议, 怀俄明州 - Wyoming,(208) 620-1588
 餐馆 - 洗碗, Ok洲中日餐请洗碗兼油锅或打杂！工作轻松，老板好相处！不计较！宿舍干净，已装网络！单独房！希望长久稳定合作！联系电话：3214827697工资电议！, 俄克拉荷马州 - Oklahoma,(321) 482-7697
 餐馆 - 经理, 招有责任心 中英文流利 有意长期发展 有身份优先, 佛罗里达州 - Florida,(813) 313-6661
